mac,time,9c:d9:17:88:77:93,9c:d9:17:86:63:97,14:1a:a3:db:32:14,zone
38:aa:3c:ec:55:f0,2015-12-30 17:41:20,-72,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:41:30,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:41:40,-76,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:41:50,-72,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:42:00,-72,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:42:30,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:42:50,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:43:10,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:43:20,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:43:30,-72,-100,-100,F,SamsungE
38:bc:1a:2c:4e:bf,2015-12-30 17:33:20,-70,-62,-68,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:38:10,-100,-70,-100,F,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:42:00,-100,-64,-100,F,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:46:20,-60,-68,-100,F,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:46:40,-70,-64,-66,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:47:40,-66,-64,-72,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:47:50,-70,-62,-100,F,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:49:10,-62,-62,-64,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:52:10,-66,-66,-72,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:53:10,-68,-66,-70,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:55:20,-72,-64,-72,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:56:50,-62,-70,-100,F,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:57:30,-64,-68,-100,F,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:58:00,-100,-70,-100,F,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:58:30,-68,-68,-74,C,MeizuTec
38:bc:1a:39:07:b4,2015-12-30 17:30:10,-56,-64,-100,F,MeizuTec
38:bc:1a:39:07:b4,2015-12-30 17:32:30,-100,-62,-100,F,MeizuTec
38:bc:1a:39:07:b4,2015-12-30 17:34:20,-46,-48,-52,D,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:30:00,-70,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:33:20,-72,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:33:40,-70,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:34:00,-70,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:34:20,-72,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:35:40,-74,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:35:50,-74,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:36:00,-74,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:36:20,-72,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:38:00,-74,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:39:40,-72,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:41:30,-76,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:42:00,-74,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:42:20,-70,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:42:40,-74,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:42:50,-72,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:43:20,-76,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:43:30,-74,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:43:40,-72,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:44:00,-74,-100,-100,F,MeizuTec
38:bc:1a:40:3a:ad,2015-12-30 17:44:20,-72,-100,-100,F,MeizuTec
38:bc:1a:73:03:19,2015-12-30 17:40:30,-74,-100,-100,F,MeizuTec
38:bc:1a:80:42:d8,2015-12-30 17:35:10,-100,-72,-100,F,MeizuTec
38:bc:1a:80:42:d8,2015-12-30 17:35:20,-100,-68,-100,F,MeizuTec
38:bc:1a:80:42:d8,2015-12-30 17:35:30,-74,-100,-100,F,MeizuTec
38:bc:1a:80:42:d8,2015-12-30 17:35:50,-72,-70,-74,C,MeizuTec
38:bc:1a:aa:1b:e4,2015-12-30 17:42:10,-100,-70,-100,F,MeizuTec
38:bc:1a:aa:1b:e4,2015-12-30 17:42:20,-100,-72,-100,F,MeizuTec
38:bc:1a:aa:1b:e4,2015-12-30 17:42:50,-100,-68,-100,F,MeizuTec
38:bc:1a:aa:1b:e4,2015-12-30 17:43:00,-74,-100,-100,F,MeizuTec
38:bc:1a:b5:df:7f,2015-12-30 17:58:20,-100,-70,-100,F,MeizuTec
38:bc:1a:b5:df:7f,2015-12-30 17:58:30,-68,-70,-100,F,MeizuTec
38:bc:1a:b5:df:7f,2015-12-30 17:58:40,-74,-62,-100,F,MeizuTec
38:bc:1a:b5:df:7f,2015-12-30 17:58:50,-74,-66,-80,F,MeizuTec
38:bc:1a:b5:df:7f,2015-12-30 17:59:00,-100,-70,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:30:10,-100,-68,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:30:20,-100,-74,-78,C,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:30:50,-100,-72,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:31:20,-100,-70,-78,C,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:32:20,-100,-64,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:32:40,-100,-66,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:32:50,-100,-68,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:33:00,-100,-68,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:34:40,-100,-70,-78,C,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:35:00,-100,-72,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:40:40,-100,-70,-78,C,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:42:40,-100,-70,-78,C,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:44:20,-100,-68,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:44:40,-100,-70,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:45:00,-74,-70,-76,C,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:46:40,-70,-72,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:48:40,-72,-72,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:49:00,-74,-100,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:49:20,-70,-100,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:57:20,-72,-74,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:58:10,-76,-100,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:58:50,-68,-70,-100,F,MeizuTec
38:bc:1a:ed:e0:b2,2015-12-30 17:59:00,-68,-74,-100,F,MeizuTec
3c:91:57:c2:b0:a9,2015-12-30 17:40:00,-64,-62,-100,F,Hangzhou
3c:91:57:c2:b0:a9,2015-12-30 17:40:10,-74,-66,-100,F,Hangzhou
3c:91:57:c2:b0:a9,2015-12-30 17:40:20,-74,-66,-80,F,Hangzhou
3c:91:57:c2:b0:a9,2015-12-30 17:40:30,-72,-72,-100,F,Hangzhou
3c:91:57:c2:b0:a9,2015-12-30 17:40:40,-100,-72,-100,F,Hangzhou
3e:df:94:c7:41:f6,2015-12-30 17:39:10,-100,-60,-100,F,
40:33:1a:28:22:84,2015-12-30 17:42:40,-100,-72,-100,F,
40:61:86:87:01:27,2015-12-30 17:53:10,-100,-68,-100,F,Micro-St
40:61:86:87:01:27,2015-12-30 17:58:40,-100,-76,-100,F,Micro-St
40:61:86:87:01:27,2015-12-30 17:59:10,-100,-66,-100,F,Micro-St
40:a8:f0:4c:22:78,2015-12-30 17:56:20,-100,-76,-100,F,HewlettP
40:a8:f0:4c:22:78,2015-12-30 17:58:20,-100,-74,-100,F,HewlettP
40:a8:f0:4c:22:78,2015-12-30 17:58:50,-100,-74,-100,F,HewlettP
40:e2:30:2e:75:7f,2015-12-30 17:30:00,-64,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:30:40,-100,-44,-28,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:31:00,-100,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:31:50,-64,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:32:00,-62,-44,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:32:20,-62,-40,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:32:30,-64,-40,-32,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:32:50,-64,-40,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:33:00,-62,-38,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:33:30,-66,-44,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:33:50,-100,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:34:10,-100,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:34:20,-100,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:34:30,-100,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:35:00,-100,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:35:10,-100,-44,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:36:30,-100,-44,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:37:20,-100,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:37:50,-100,-44,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:38:20,-100,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:38:30,-100,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:38:50,-62,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:39:00,-66,-40,-24,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:39:10,-100,-40,-24,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:39:20,-100,-40,-24,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:39:30,-70,-40,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:39:50,-60,-40,-24,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:40:00,-68,-42,-24,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:40:10,-100,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:40:20,-100,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:42:40,-100,-44,-28,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:43:50,-62,-40,-38,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:44:20,-66,-36,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:44:30,-100,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:44:40,-100,-42,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:45:40,-44,-46,-24,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:46:50,-52,-44,-40,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:50:40,-68,-40,-24,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:51:40,-52,-40,-28,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:52:50,-48,-42,-24,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:56:20,-48,-50,-24,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 17:58:40,-46,-44,-26,A,Azurewav
40:e2:30:2e:75:7f,2015-12-30 18:00:00,-100,-100,-32,A,Azurewav
40:e2:30:da:fe:d5,2015-12-30 17:33:40,-76,-100,-100,F,Azurewav
40:e2:30:da:fe:d5,2015-12-30 17:36:10,-74,-100,-100,F,Azurewav
40:e2:30:da:fe:d5,2015-12-30 17:48:30,-78,-100,-100,F,Azurewav
40:f3:08:11:93:be,2015-12-30 17:37:30,-100,-70,-100,F,MurataMa
40:f3:08:11:93:be,2015-12-30 17:38:00,-74,-100,-100,F,MurataMa
44:80:eb:1b:42:38,2015-12-30 17:36:00,-72,-68,-100,F,
46:3c:c0:fb:45:7e,2015-12-30 17:30:00,-72,-100,-100,F,
48:43:7c:1d:42:b5,2015-12-30 17:33:10,-68,-68,-72,C,
48:43:7c:52:55:c4,2015-12-30 17:37:00,-100,-24,-48,F,
48:43:7c:52:55:c4,2015-12-30 17:37:10,-100,-24,-44,F,
48:43:7c:52:55:c4,2015-12-30 17:40:30,-100,-30,-46,F,
48:43:7c:52:55:c4,2015-12-30 17:43:20,-100,-30,-46,F,
48:43:7c:52:55:c4,2015-12-30 17:43:30,-100,-28,-42,F,
48:43:7c:52:55:c4,2015-12-30 17:43:40,-100,-100,-48,A,
48:43:7c:52:55:c4,2015-12-30 17:44:30,-100,-26,-44,F,
48:43:7c:52:55:c4,2015-12-30 17:44:40,-100,-26,-42,F,
48:43:7c:52:55:c4,2015-12-30 17:48:00,-24,-26,-42,F,
48:43:7c:52:55:c4,2015-12-30 17:48:10,-24,-24,-42,F,
48:43:7c:52:55:c4,2015-12-30 17:48:20,-24,-24,-44,F,
48:43:7c:52:55:c4,2015-12-30 17:52:30,-26,-34,-38,C,
48:43:7c:52:55:c4,2015-12-30 17:52:40,-26,-32,-40,C,
48:43:7c:52:55:c4,2015-12-30 17:55:50,-30,-28,-38,C,
48:43:7c:52:55:c4,2015-12-30 17:57:00,-34,-28,-44,F,
48:43:7c:52:55:c4,2015-12-30 17:57:30,-28,-30,-42,F,
48:43:7c:52:55:c4,2015-12-30 17:57:40,-30,-32,-42,C,
48:e2:44:41:23:5b,2015-12-30 17:43:40,-100,-64,-100,F,
48:e2:44:41:23:5b,2015-12-30 17:58:40,-100,-70,-100,F,
4a:9b:1f:37:2e:35,2015-12-30 17:46:10,-100,-60,-100,F,
4c:34:88:2c:0d:bc,2015-12-30 17:30:20,-38,-40,-56,F,
4c:34:88:2c:0d:bc,2015-12-30 17:32:20,-38,-36,-48,F,
4c:34:88:2c:0d:bc,2015-12-30 17:34:20,-40,-40,-54,F,
4c:34:88:2c:0d:bc,2015-12-30 17:40:20,-36,-34,-46,F,
4c:34:88:2c:0d:bc,2015-12-30 17:42:20,-36,-38,-100,F,
4c:34:88:2c:0d:bc,2015-12-30 17:44:20,-36,-34,-40,C,
4c:34:88:2c:0d:bc,2015-12-30 17:46:20,-42,-40,-52,F,
4c:34:88:2c:0d:bc,2015-12-30 17:54:20,-100,-40,-56,F,
4c:bb:58:a3:c3:b5,2015-12-30 17:52:00,-100,-74,-100,F,ChiconyE
4e:5e:c1:ba:a1:49,2015-12-30 17:56:20,-100,-68,-100,F,
50:7a:55:8a:74:ae,2015-12-30 17:45:10,-70,-100,-100,F,
50:7a:55:8a:74:ae,2015-12-30 17:47:20,-72,-100,-100,F,
50:7a:55:8a:74:ae,2015-12-30 17:58:20,-70,-100,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:30:00,-100,-68,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:30:30,-100,-64,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:30:40,-100,-68,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:31:40,-100,-62,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:31:50,-100,-64,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:32:10,-100,-64,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:32:40,-100,-66,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:32:50,-100,-62,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:33:00,-100,-64,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:33:10,-100,-72,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:33:20,-100,-68,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:35:00,-100,-70,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:35:30,-100,-70,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:36:00,-100,-68,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:36:30,-100,-70,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:37:00,-100,-72,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:37:50,-100,-68,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:41:00,-100,-68,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:41:30,-100,-70,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:42:20,-100,-70,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:44:00,-100,-72,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:44:40,-100,-66,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:46:10,-100,-66,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:46:20,-62,-66,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:46:30,-62,-70,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:47:00,-68,-66,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:47:50,-66,-68,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:48:40,-64,-66,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:49:10,-100,-68,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:51:10,-72,-68,-72,C,
50:7b:9d:00:9e:35,2015-12-30 17:54:40,-68,-68,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:55:00,-64,-68,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:56:20,-70,-70,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:57:10,-100,-70,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:58:10,-64,-70,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:58:20,-70,-70,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:58:40,-68,-68,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:59:20,-66,-74,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:59:30,-64,-68,-100,F,
50:7b:9d:00:9e:35,2015-12-30 17:59:40,-70,-100,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:31:30,-100,-68,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:32:20,-100,-64,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:32:30,-100,-70,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:33:30,-100,-66,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:34:10,-100,-74,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:35:00,-100,-68,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:44:30,-100,-68,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:45:10,-76,-100,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:45:40,-72,-100,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:57:20,-68,-70,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:57:30,-70,-68,-74,C,
50:a7:2b:bf:8b:82,2015-12-30 17:57:40,-72,-100,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:57:50,-70,-100,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:58:10,-66,-74,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:58:20,-62,-72,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:58:40,-56,-68,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:59:40,-62,-64,-100,F,
50:a7:2b:bf:8b:82,2015-12-30 17:59:50,-66,-68,-100,F,
50:bd:5f:18:ad:98,2015-12-30 17:30:10,-74,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:30:50,-74,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:31:10,-70,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:31:40,-70,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:31:50,-72,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:32:00,-72,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:32:10,-70,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:33:10,-74,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:33:20,-74,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:33:40,-74,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:34:20,-72,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:34:30,-74,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:35:50,-76,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:36:20,-72,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:36:50,-74,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:37:00,-74,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:38:00,-72,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:38:10,-70,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:38:20,-70,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:38:30,-72,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:38:40,-72,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:38:50,-72,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:39:00,-76,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:39:10,-74,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:39:20,-72,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:40:10,-74,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:40:20,-70,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:40:30,-72,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:40:40,-72,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:40:50,-70,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:41:20,-74,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:41:30,-76,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:41:40,-72,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:43:20,-72,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:43:30,-72,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:43:50,-70,-100,-100,F,Tp-LinkT
50:bd:5f:18:ad:98,2015-12-30 17:44:40,-74,-100,-100,F,Tp-LinkT
54:27:1e:7e:61:d9,2015-12-30 17:56:10,-78,-100,-100,F,Azurewav
54:35:30:c6:2e:83,2015-12-30 17:43:30,-48,-60,-100,F,HonHaiPr
54:4e:90:ea:03:b8,2015-12-30 17:35:40,-100,-22,-100,F,
54:4e:90:ea:03:b8,2015-12-30 17:36:10,-100,-22,-38,F,
54:4e:90:ea:03:b8,2015-12-30 17:38:00,-100,-30,-42,F,
54:4e:90:ea:03:b8,2015-12-30 17:53:00,-24,-34,-40,C,
54:e6:fc:0b:cb:90,2015-12-30 17:34:20,-60,-42,-36,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:34:30,-62,-46,-38,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:34:40,-62,-48,-38,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:34:50,-64,-48,-36,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:35:00,-62,-44,-38,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:35:10,-64,-44,-64,E,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:35:20,-62,-46,-38,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:35:30,-66,-48,-40,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:36:00,-60,-50,-36,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:36:20,-68,-48,-40,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:36:30,-68,-54,-42,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:36:40,-66,-48,-42,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:36:50,-58,-50,-40,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:37:00,-64,-44,-54,F,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:38:00,-62,-48,-50,C,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:38:40,-66,-52,-42,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:38:50,-66,-48,-42,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:40:10,-62,-46,-40,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:40:40,-66,-50,-40,A,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:52:00,-42,-54,-38,B,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:55:10,-42,-50,-40,B,Tp-LinkT
54:e6:fc:0b:cb:90,2015-12-30 17:58:50,-100,-100,-40,A,Tp-LinkT
56:d7:49:f8:db:f6,2015-12-30 17:33:00,-100,-60,-100,F,
58:7f:57:9d:22:57,2015-12-30 17:39:30,-100,-62,-100,F,
58:7f:57:9d:22:57,2015-12-30 17:39:40,-100,-66,-100,F,
58:7f:57:9d:22:57,2015-12-30 17:40:50,-100,-68,-100,F,
58:7f:57:9d:22:57,2015-12-30 17:46:20,-62,-64,-100,F,
58:7f:57:9d:22:57,2015-12-30 17:46:50,-62,-68,-100,F,
