mac,time,9c:d9:17:88:77:93,9c:d9:17:86:63:97,14:1a:a3:db:32:14,zone
84:db:ac:cc:85:40,2015-12-30 17:45:30,-74,-66,-100,F,
84:db:ac:cc:85:40,2015-12-30 17:45:40,-72,-64,-100,F,
84:db:ac:cc:85:40,2015-12-30 17:46:00,-100,-66,-100,F,
84:db:ac:cc:85:40,2015-12-30 17:58:50,-64,-62,-100,F,
84:db:ac:cc:85:40,2015-12-30 17:59:00,-66,-66,-72,C,
84:db:ac:cc:85:40,2015-12-30 17:59:20,-70,-62,-72,C,
84:db:ac:cc:85:40,2015-12-30 17:59:40,-100,-68,-100,F,
84:db:ac:cc:85:44,2015-12-30 17:48:20,-68,-68,-100,F,
84:db:ac:cc:85:44,2015-12-30 17:58:50,-72,-68,-72,C,
86:13:cc:0a:f2:1a,2015-12-30 17:40:30,-100,-74,-100,F,
86:13:cc:0a:f2:1a,2015-12-30 17:40:50,-100,-64,-100,F,
86:13:cc:0a:f2:1a,2015-12-30 17:41:20,-100,-74,-100,F,
88:30:8a:4d:ea:a6,2015-12-30 17:57:20,-100,-60,-100,F,MurataMa
88:30:8a:f1:5f:e5,2015-12-30 17:37:40,-100,-74,-100,F,MurataMa
88:30:8a:f1:5f:e5,2015-12-30 17:39:40,-100,-72,-100,F,MurataMa
88:30:8a:f1:5f:e5,2015-12-30 17:44:50,-100,-76,-100,F,MurataMa
88:70:8c:ab:f3:15,2015-12-30 17:46:50,-72,-62,-100,F,LenovoMo
88:70:8c:ab:f3:15,2015-12-30 17:47:00,-66,-52,-100,F,LenovoMo
88:70:8c:ab:f3:15,2015-12-30 17:47:10,-100,-68,-100,F,LenovoMo
88:c9:d0:e8:fa:a8,2015-12-30 17:30:20,-70,-100,-100,F,LgElectr
88:c9:d0:e8:fa:a8,2015-12-30 17:41:40,-72,-100,-100,F,LgElectr
8a:61:12:c4:a2:22,2015-12-30 17:33:40,-100,-76,-80,C,
8c:21:0a:fa:bc:2c,2015-12-30 17:37:30,-100,-74,-100,F,Tp-LinkT
8c:21:0a:fa:bc:2c,2015-12-30 17:47:30,-72,-100,-100,F,Tp-LinkT
8c:70:5a:9c:42:a0,2015-12-30 17:31:00,-72,-100,-100,F,IntelCor
8c:70:5a:9c:42:a0,2015-12-30 17:48:20,-70,-100,-100,F,IntelCor
8c:70:5a:9c:42:a0,2015-12-30 17:49:00,-70,-100,-100,F,IntelCor
8c:70:5a:9c:42:a0,2015-12-30 17:50:40,-74,-100,-100,F,IntelCor
8c:70:5a:9c:42:a0,2015-12-30 17:53:40,-70,-100,-100,F,IntelCor
8c:70:5a:9c:42:a0,2015-12-30 17:56:40,-72,-100,-100,F,IntelCor
8c:77:16:b7:fc:f2,2015-12-30 17:58:00,-100,-70,-100,F,Longchee
8c:be:be:64:f5:26,2015-12-30 17:38:20,-100,-70,-100,F,XiaomiTe
8c:be:be:64:f5:26,2015-12-30 17:38:30,-100,-68,-100,F,XiaomiTe
8c:be:be:64:f5:26,2015-12-30 17:39:40,-100,-66,-100,F,XiaomiTe
8e:87:2d:21:77:e5,2015-12-30 17:37:20,-100,-74,-100,F,
8e:87:2d:21:77:e5,2015-12-30 17:39:20,-100,-72,-100,F,
8e:87:2d:21:77:e5,2015-12-30 17:42:10,-76,-100,-100,F,
90:18:7c:be:92:ae,2015-12-30 17:41:40,-100,-66,-100,F,SamsungE
90:3c:92:75:0c:5d,2015-12-30 17:34:00,-70,-100,-100,F,
90:67:1c:c2:af:4f,2015-12-30 17:40:10,-100,-72,-100,F,
90:72:40:7f:d6:85,2015-12-30 17:45:20,-74,-100,-100,F,Apple
90:72:40:7f:d6:85,2015-12-30 17:46:50,-78,-100,-100,F,Apple
90:72:40:7f:d6:85,2015-12-30 17:47:00,-76,-100,-100,F,Apple
90:72:40:7f:d6:85,2015-12-30 17:47:30,-78,-100,-100,F,Apple
90:72:40:7f:d6:85,2015-12-30 17:47:40,-78,-100,-100,F,Apple
90:72:40:7f:d6:85,2015-12-30 17:48:10,-76,-100,-100,F,Apple
90:72:40:7f:d6:85,2015-12-30 17:48:40,-74,-100,-100,F,Apple
90:72:40:7f:d6:85,2015-12-30 17:48:50,-76,-100,-100,F,Apple
90:72:40:7f:d6:85,2015-12-30 17:49:10,-70,-100,-100,F,Apple
90:72:40:7f:d6:85,2015-12-30 17:49:20,-76,-100,-100,F,Apple
90:72:40:7f:d6:85,2015-12-30 17:51:10,-76,-100,-100,F,Apple
90:72:40:7f:d6:85,2015-12-30 17:51:30,-74,-100,-100,F,Apple
90:72:40:7f:d6:85,2015-12-30 17:52:20,-76,-100,-100,F,Apple
90:72:40:7f:d6:85,2015-12-30 17:56:20,-76,-100,-100,F,Apple
90:8d:6c:0c:7a:42,2015-12-30 17:30:40,-76,-100,-100,F,
90:8d:6c:0c:7a:42,2015-12-30 17:43:50,-72,-100,-100,F,
90:8d:6c:a3:55:9a,2015-12-30 17:30:00,-100,-72,-80,C,
90:b6:86:db:aa:04,2015-12-30 17:56:20,-100,-72,-100,F,MurataMa
90:b6:86:db:aa:04,2015-12-30 17:57:20,-68,-58,-64,C,MurataMa
90:e7:c4:0f:75:26,2015-12-30 17:30:00,-72,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:31:00,-72,-62,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:31:10,-72,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:31:20,-72,-76,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:34:00,-74,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:36:20,-100,-62,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:36:30,-100,-68,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:37:20,-76,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:39:00,-72,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:39:20,-70,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:39:40,-72,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:40:10,-74,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:40:20,-78,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:41:20,-76,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:41:30,-72,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:41:50,-70,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:43:10,-74,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:43:20,-76,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:44:00,-76,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:44:40,-72,-100,-100,F,
90:e7:c4:0f:75:26,2015-12-30 17:59:50,-100,-72,-100,F,
90:fd:61:31:b0:eb,2015-12-30 17:50:30,-100,-68,-100,F,Apple
90:fd:61:31:b0:eb,2015-12-30 17:52:30,-100,-74,-100,F,Apple
90:fd:61:31:b0:eb,2015-12-30 17:52:40,-100,-72,-100,F,Apple
90:fd:61:31:b0:eb,2015-12-30 17:54:20,-100,-68,-100,F,Apple
90:fd:61:31:b0:eb,2015-12-30 17:54:50,-100,-70,-100,F,Apple
90:fd:61:31:b0:eb,2015-12-30 17:55:00,-100,-76,-100,F,Apple
90:fd:61:31:b0:eb,2015-12-30 17:55:50,-100,-76,-100,F,Apple
90:fd:61:31:b0:eb,2015-12-30 17:57:10,-100,-74,-100,F,Apple
90:fd:61:31:b0:eb,2015-12-30 17:58:50,-100,-76,-100,F,Apple
90:fd:61:31:b0:eb,2015-12-30 17:59:10,-66,-62,-76,F,Apple
92:89:d5:61:61:de,2015-12-30 17:57:50,-66,-66,-100,F,
94:65:9c:2a:5b:43,2015-12-30 17:30:10,-100,-70,-100,F,
94:65:9c:2a:5b:43,2015-12-30 17:32:10,-100,-70,-100,F,
94:65:9c:2a:5b:43,2015-12-30 17:49:10,-72,-68,-100,F,
94:65:9c:2a:5b:43,2015-12-30 17:59:10,-100,-72,-100,F,
94:65:9c:2a:b1:42,2015-12-30 17:35:50,-76,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:30:20,-76,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:30:30,-74,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:30:40,-70,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:31:00,-72,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:31:10,-70,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:33:00,-70,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:33:30,-70,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:34:20,-70,-66,-100,F,
94:92:bc:05:65:05,2015-12-30 17:34:30,-68,-64,-70,C,
94:92:bc:05:65:05,2015-12-30 17:34:40,-64,-64,-100,F,
94:92:bc:05:65:05,2015-12-30 17:35:30,-70,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:35:50,-72,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:36:00,-72,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:36:20,-70,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:36:50,-72,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:37:00,-70,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:38:30,-74,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:39:30,-70,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:39:50,-68,-60,-66,C,
94:92:bc:05:65:05,2015-12-30 17:40:10,-70,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:41:10,-72,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:41:50,-72,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:42:20,-70,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:42:30,-70,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:42:50,-70,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:43:00,-70,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:43:20,-72,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:43:30,-74,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:44:00,-74,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:44:50,-72,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:45:30,-72,-100,-100,F,
94:92:bc:05:65:05,2015-12-30 17:47:10,-100,-64,-100,F,
94:92:bc:05:65:05,2015-12-30 17:47:20,-76,-70,-76,C,
94:92:bc:05:65:05,2015-12-30 17:48:00,-100,-60,-100,F,
94:92:bc:05:65:05,2015-12-30 17:48:30,-100,-62,-100,F,
94:92:bc:05:65:05,2015-12-30 17:51:30,-100,-62,-100,F,
94:92:bc:05:65:05,2015-12-30 17:59:10,-100,-68,-100,F,
94:92:bc:05:65:05,2015-12-30 17:59:20,-72,-66,-74,C,
98:5a:eb:9d:5a:c9,2015-12-30 17:30:00,-74,-100,-100,F,
98:5a:eb:9d:5a:c9,2015-12-30 17:30:50,-72,-100,-100,F,
98:5a:eb:9d:5a:c9,2015-12-30 17:31:10,-74,-100,-100,F,
98:5a:eb:9d:5a:c9,2015-12-30 17:33:00,-76,-100,-100,F,
98:5a:eb:9d:5a:c9,2015-12-30 17:34:00,-72,-100,-100,F,
98:5a:eb:9d:5a:c9,2015-12-30 17:36:50,-72,-100,-100,F,
98:5a:eb:9d:5a:c9,2015-12-30 17:40:40,-72,-100,-100,F,
98:5a:eb:9d:5a:c9,2015-12-30 17:42:00,-72,-100,-100,F,
98:f0:ab:85:1f:83,2015-12-30 17:30:20,-100,-64,-100,F,Apple
98:f0:ab:85:1f:83,2015-12-30 17:30:30,-100,-56,-100,F,Apple
98:f1:70:0f:93:87,2015-12-30 17:43:50,-100,-54,-100,F,MurataMa
98:f1:70:20:8a:da,2015-12-30 17:30:50,-74,-100,-100,F,MurataMa
98:f1:70:96:ee:78,2015-12-30 17:33:30,-74,-100,-100,F,MurataMa
98:f1:70:96:ee:78,2015-12-30 17:33:50,-100,-66,-100,F,MurataMa
98:f1:70:96:ee:78,2015-12-30 17:34:10,-100,-62,-100,F,MurataMa
98:ff:d0:ff:bc:80,2015-12-30 17:31:40,-100,-54,-100,F,LenovoMo
98:ff:d0:ff:bc:80,2015-12-30 17:31:50,-100,-60,-100,F,LenovoMo
9a:e8:5c:e0:25:a6,2015-12-30 17:39:20,-100,-72,-100,F,
9a:e8:5c:e0:25:a6,2015-12-30 17:39:50,-72,-100,-100,F,
9a:e8:5c:e0:25:a6,2015-12-30 17:44:40,-70,-100,-100,F,
9a:e8:5c:e0:25:a6,2015-12-30 17:46:50,-70,-100,-100,F,
9a:e8:5c:e0:25:a6,2015-12-30 17:56:20,-100,-70,-100,F,
9c:21:6a:ab:e7:ea,2015-12-30 17:34:00,-76,-100,-100,F,Tp-LinkT
9c:21:6a:ab:e7:ea,2015-12-30 17:40:10,-76,-100,-100,F,Tp-LinkT
9c:35:eb:8c:3e:e5,2015-12-30 17:31:40,-100,-46,-38,A,
9c:35:eb:8c:3e:e5,2015-12-30 17:32:00,-100,-44,-48,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:34:00,-100,-48,-36,A,
9c:35:eb:8c:3e:e5,2015-12-30 17:40:30,-100,-76,-52,A,
9c:35:eb:8c:3e:e5,2015-12-30 17:41:40,-100,-40,-44,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:41:50,-100,-40,-48,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:42:00,-100,-42,-46,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:42:10,-100,-42,-48,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:43:00,-100,-32,-46,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:44:10,-100,-44,-48,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:46:20,-40,-42,-54,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:46:30,-48,-46,-60,E,
9c:35:eb:8c:3e:e5,2015-12-30 17:46:50,-42,-46,-46,C,
9c:35:eb:8c:3e:e5,2015-12-30 17:47:00,-44,-46,-56,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:47:30,-38,-44,-46,C,
9c:35:eb:8c:3e:e5,2015-12-30 17:48:00,-42,-42,-54,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:48:30,-38,-46,-58,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:48:40,-44,-42,-48,C,
9c:35:eb:8c:3e:e5,2015-12-30 17:48:50,-42,-46,-48,C,
9c:35:eb:8c:3e:e5,2015-12-30 17:49:20,-44,-42,-56,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:49:30,-42,-40,-56,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:51:00,-42,-62,-50,C,
9c:35:eb:8c:3e:e5,2015-12-30 17:51:40,-44,-46,-48,C,
9c:35:eb:8c:3e:e5,2015-12-30 17:52:00,-42,-44,-48,C,
9c:35:eb:8c:3e:e5,2015-12-30 17:52:10,-42,-48,-56,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:52:40,-38,-42,-46,C,
9c:35:eb:8c:3e:e5,2015-12-30 17:53:00,-40,-40,-46,C,
9c:35:eb:8c:3e:e5,2015-12-30 17:53:10,-42,-46,-56,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:53:40,-40,-44,-56,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:54:00,-40,-44,-54,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:55:00,-40,-44,-54,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:55:10,-40,-42,-46,C,
9c:35:eb:8c:3e:e5,2015-12-30 17:56:20,-38,-40,-44,C,
9c:35:eb:8c:3e:e5,2015-12-30 17:56:30,-30,-32,-46,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:56:40,-38,-40,-44,C,
9c:35:eb:8c:3e:e5,2015-12-30 17:57:00,-34,-36,-50,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:57:10,-36,-42,-46,C,
9c:35:eb:8c:3e:e5,2015-12-30 17:58:00,-40,-42,-56,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:58:10,-40,-42,-52,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:58:40,-40,-44,-56,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:58:50,-40,-42,-54,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:59:00,-40,-42,-56,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:59:10,-40,-42,-52,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:59:20,-38,-42,-46,C,
9c:35:eb:8c:3e:e5,2015-12-30 17:59:30,-40,-40,-50,F,
9c:35:eb:8c:3e:e5,2015-12-30 17:59:40,-42,-42,-46,C,
9c:35:eb:8c:3e:e5,2015-12-30 17:59:50,-40,-42,-46,C,
9c:99:a0:81:87:3f,2015-12-30 17:48:50,-70,-66,-72,C,
9c:99:a0:81:87:3f,2015-12-30 17:50:20,-66,-60,-66,C,
9c:99:a0:83:02:76,2015-12-30 17:42:00,-72,-72,-100,F,
9c:99:a0:83:02:76,2015-12-30 17:42:30,-100,-68,-100,F,
9c:99:a0:8d:71:f4,2015-12-30 17:32:20,-70,-100,-100,F,
9c:99:a0:8d:71:f4,2015-12-30 17:36:20,-74,-100,-100,F,
9c:c1:72:8b:67:c1,2015-12-30 17:53:20,-66,-70,-100,F,HuaweiTe
9c:d9:17:86:63:97,2015-12-30 17:30:00,-100,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:30:10,-100,-20,-52,F,
9c:d9:17:86:63:97,2015-12-30 17:30:20,-100,-22,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:30:30,-100,-20,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:30:40,-100,-22,-42,F,
9c:d9:17:86:63:97,2015-12-30 17:30:50,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:31:00,-100,-22,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:31:10,-100,-24,-44,F,
9c:d9:17:86:63:97,2015-12-30 17:31:20,-100,-100,-48,A,
9c:d9:17:86:63:97,2015-12-30 17:31:30,-100,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:31:40,-100,-22,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:31:50,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:32:00,-100,-22,-100,F,
9c:d9:17:86:63:97,2015-12-30 17:32:10,-100,-22,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:32:20,-100,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:32:30,-100,-22,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:32:40,-100,-24,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:32:50,-100,-22,-52,F,
9c:d9:17:86:63:97,2015-12-30 17:33:00,-100,-24,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:33:10,-100,-22,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:33:20,-100,-22,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:33:30,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:33:40,-100,-22,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:33:50,-100,-22,-44,F,
9c:d9:17:86:63:97,2015-12-30 17:34:00,-100,-24,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:34:10,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:34:20,-100,-22,-52,F,
9c:d9:17:86:63:97,2015-12-30 17:34:30,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:34:40,-100,-22,-44,F,
9c:d9:17:86:63:97,2015-12-30 17:34:50,-100,-24,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:35:00,-100,-22,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:35:10,-100,-22,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:35:20,-100,-22,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:35:30,-100,-20,-52,F,
9c:d9:17:86:63:97,2015-12-30 17:35:40,-100,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:35:50,-100,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:36:00,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:36:10,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:36:20,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:36:30,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:36:40,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:36:50,-100,-20,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:37:00,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:37:10,-100,-100,-50,A,
9c:d9:17:86:63:97,2015-12-30 17:37:30,-100,-18,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:37:40,-100,-20,-38,F,
9c:d9:17:86:63:97,2015-12-30 17:37:50,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:38:00,-100,-20,-44,F,
9c:d9:17:86:63:97,2015-12-30 17:38:10,-100,-20,-44,F,
9c:d9:17:86:63:97,2015-12-30 17:38:20,-100,-24,-44,F,
9c:d9:17:86:63:97,2015-12-30 17:38:30,-100,-24,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:38:40,-100,-22,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:38:50,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:39:00,-100,-22,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:39:10,-100,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:39:20,-100,-20,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:39:30,-100,-20,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:39:40,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:39:50,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:40:00,-100,-20,-44,F,
9c:d9:17:86:63:97,2015-12-30 17:40:10,-100,-20,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:40:20,-100,-22,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:40:30,-100,-20,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:40:40,-100,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:40:50,-100,-22,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:41:00,-100,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:41:10,-100,-22,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:41:20,-100,-22,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:41:30,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:41:40,-100,-22,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:41:50,-100,-22,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:42:00,-100,-22,-54,F,
9c:d9:17:86:63:97,2015-12-30 17:42:10,-100,-20,-100,F,
9c:d9:17:86:63:97,2015-12-30 17:42:20,-100,-34,-56,F,
9c:d9:17:86:63:97,2015-12-30 17:42:30,-100,-22,-56,F,
9c:d9:17:86:63:97,2015-12-30 17:42:40,-100,-20,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:42:50,-100,-20,-52,F,
9c:d9:17:86:63:97,2015-12-30 17:43:00,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:43:10,-100,-20,-56,F,
9c:d9:17:86:63:97,2015-12-30 17:43:20,-100,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:43:30,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:43:40,-100,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:43:50,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:44:00,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:44:10,-100,-20,-44,F,
9c:d9:17:86:63:97,2015-12-30 17:44:20,-100,-22,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:44:30,-100,-20,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:44:40,-100,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:44:50,-100,-22,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:45:00,-40,-20,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:45:10,-38,-20,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:45:20,-40,-20,-44,F,
9c:d9:17:86:63:97,2015-12-30 17:45:30,-42,-20,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:45:40,-40,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:45:50,-42,-22,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:46:00,-40,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:46:10,-40,-20,-40,F,
9c:d9:17:86:63:97,2015-12-30 17:46:30,-44,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:46:40,-40,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:46:50,-40,-22,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:47:00,-42,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:47:10,-40,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:47:20,-42,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:47:30,-42,-24,-44,F,
9c:d9:17:86:63:97,2015-12-30 17:47:40,-38,-18,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:47:50,-42,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:48:00,-44,-24,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:48:10,-44,-100,-46,A,
9c:d9:17:86:63:97,2015-12-30 17:48:20,-44,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:48:30,-48,-20,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:48:40,-46,-20,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:48:50,-46,-24,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:49:00,-42,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:49:10,-44,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:49:20,-40,-20,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:49:30,-42,-18,-52,F,
9c:d9:17:86:63:97,2015-12-30 17:49:40,-42,-20,-50,F,
9c:d9:17:86:63:97,2015-12-30 17:49:50,-42,-20,-46,F,
9c:d9:17:86:63:97,2015-12-30 17:50:00,-40,-20,-52,F,
9c:d9:17:86:63:97,2015-12-30 17:50:10,-40,-20,-52,F,
9c:d9:17:86:63:97,2015-12-30 17:50:20,-42,-22,-54,F,
9c:d9:17:86:63:97,2015-12-30 17:50:30,-40,-20,-48,F,
9c:d9:17:86:63:97,2015-12-30 17:50:40,-42,-22,-54,F,
9c:d9:17:86:63:97,2015-12-30 17:50:50,-44,-22,-54,F,
9c:d9:17:86:63:97,2015-12-30 17:51:10,-44,-22,-54,F,
9c:d9:17:86:63:97,2015-12-30 17:51:20,-42,-20,-52,F,
9c:d9:17:86:63:97,2015-12-30 17:51:30,-44,-20,-54,F,
9c:d9:17:86:63:97,2015-12-30 17:51:40,-44,-20,-54,F,
9c:d9:17:86:63:97,2015-12-30 17:51:50,-42,-20,-52,F,
9c:d9:17:86:63:97,2015-12-30 17:52:00,-42,-22,-58,F,
9c:d9:17:86:63:97,2015-12-30 17:52:10,-42,-20,-60,F,
9c:d9:17:86:63:97,2015-12-30 17:52:20,-42,-20,-58,F,
