mac,time,9c:d9:17:88:77:93,9c:d9:17:86:63:97,14:1a:a3:d4:3c:19,path,probability,vendor
00:00:00:00:00:00,2016-01-12 08:40:20,-100,-80,-100,"('C', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:00:00,-100,-74,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:00:20,-100,-74,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:00:30,-100,-76,-100,"('C', 'A')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:01:10,-100,-72,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:01:30,-100,-74,-100,"('C', 'B')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:02:10,-100,-72,-78,"('B', 'C')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:02:20,-100,-72,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:02:30,-100,-74,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:02:40,-100,-74,-100,"('D', 'B')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:02:50,-100,-74,-76,"('A', 'D')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:03:00,-100,-100,-78,"('D', 'A')",1.0,00:00:00
00:00:00:00:00:12,2016-01-12 08:03:10,-100,-72,-80,"('B', 'D')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:03:20,-100,-76,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:03:30,-100,-68,-100,"('C', 'B')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:03:40,-100,-74,-78,"('B', 'C')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:03:50,-100,-72,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:04:20,-100,-74,-100,"('C', 'A')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:04:30,-100,-70,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:04:40,-100,-72,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:05:00,-100,-74,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:05:10,-100,-74,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:05:20,-100,-72,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:05:30,-100,-64,-100,"('A', 'C')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:05:40,-100,-74,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:06:00,-100,-74,-100,"('C', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:06:20,-100,-64,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:06:30,-100,-68,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:06:40,-100,-70,-100,"('A', 'B')",1.0,00:00:00
00:00:00:00:00:12,2016-01-12 08:06:50,-100,-100,-76,"('B', 'A')",1.0,00:00:00
00:00:00:00:00:12,2016-01-12 08:07:00,-100,-74,-100,"('A', 'B')",1.0,00:00:00
00:00:00:00:00:12,2016-01-12 08:07:10,-100,-100,-78,"('D', 'A')",1.0,00:00:00
00:00:00:00:00:12,2016-01-12 08:07:30,-100,-72,-78,"('A', 'B')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:07:50,-100,-74,-76,"('B', 'C')",1.0,00:00:00
00:00:00:00:00:12,2016-01-12 08:08:10,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:08:20,-100,-74,-100,"('D', 'B')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:08:50,-100,-74,-76,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:09:00,-100,-72,-76,"('B', 'D')",1.0,00:00:00
00:00:00:00:00:12,2016-01-12 08:09:30,-100,-74,-100,"('D', 'B')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:09:40,-100,-74,-76,"('B', 'C')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:09:50,-100,-72,-100,"('C', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:10:20,-100,-66,-100,"('A', 'B')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:10:30,-100,-76,-80,"('A', 'C')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:11:00,-100,-100,-76,"('B', 'A')",1.0,00:00:00
00:00:00:00:00:12,2016-01-12 08:11:10,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:11:50,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:12:20,-100,-76,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:12:30,-100,-74,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:14:00,-100,-72,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:14:20,-100,-74,-100,"('C', 'A')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:14:30,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:14:40,-100,-74,-100,"('C', 'A')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:14:50,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:15:00,-100,-74,-100,"('C', 'A')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:15:20,-100,-70,-100,"('D', 'B')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:15:30,-100,-72,-74,"('A', 'D')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:16:10,-100,-100,-78,"('D', 'C')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:16:30,-100,-76,-76,"('C', 'A')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:16:40,-100,-72,-76,"('A', 'B')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:17:00,-100,-72,-78,"('D', 'C')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:17:10,-100,-70,-74,"('A', 'D')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:17:20,-100,-100,-74,"('B', 'A')",1.0,00:00:00
00:00:00:00:00:12,2016-01-12 08:17:50,-100,-70,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:18:10,-100,-72,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:18:20,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:18:30,-100,-70,-100,"('C', 'B')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:18:40,-100,-74,-76,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:19:00,-100,-72,-76,"('A', 'D')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:19:10,-100,-100,-78,"('D', 'A')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:19:20,-100,-74,-78,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:19:30,-100,-72,-78,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:19:40,-100,-72,-78,"('B', 'C')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:19:50,-100,-72,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:20:00,-100,-74,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:20:10,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:20:40,-100,-72,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:20:50,-100,-74,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:21:20,-100,-72,-100,"('C', 'B')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:21:30,-100,-74,-78,"('B', 'C')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:21:40,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:21:50,-100,-74,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:22:00,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:22:10,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:22:20,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:22:30,-100,-72,-100,"('D', 'B')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:22:40,-100,-74,-72,"('B', 'A')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:22:50,-100,-72,-78,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:23:00,-100,-70,-76,"('B', 'D')",1.0,00:00:00
00:00:00:00:00:12,2016-01-12 08:23:10,-100,-72,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:23:30,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:23:40,-100,-74,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:23:50,-100,-74,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:24:00,-100,-72,-100,"('A', 'B')",1.0,00:00:00
00:00:00:00:00:12,2016-01-12 08:24:10,-100,-100,-76,"('B', 'A')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:24:20,-74,-72,-100,"('B', 'C')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:24:30,-76,-74,-100,"('A', 'D')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:24:40,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:24:50,-100,-70,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:25:00,-100,-72,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:25:10,-100,-70,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:25:20,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:25:30,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:25:40,-100,-72,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:25:50,-100,-70,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:26:00,-100,-72,-100,"('D', 'A')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:26:20,-72,-72,-100,"('A', 'D')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:26:30,-100,-72,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:26:40,-100,-74,-100,"('C', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:26:50,-100,-68,-100,"('B', 'C')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:27:00,-100,-74,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:27:10,-100,-72,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:27:20,-100,-74,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:27:30,-100,-74,-100,"('C', 'A')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:27:40,-100,-70,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:28:00,-100,-72,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:28:10,-100,-74,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:28:20,-100,-72,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:28:30,-100,-70,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:28:50,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:29:10,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:29:20,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:29:30,-100,-72,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:29:50,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:30:10,-100,-74,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:30:20,-100,-74,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:30:30,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:30:40,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:30:50,-100,-72,-100,"('D', 'B')",1.0,00:00:00
00:00:00:00:00:12,2016-01-12 08:31:10,-100,-70,-76,"('B', 'C')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:31:30,-78,-74,-100,"('C', 'D')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:31:50,-100,-74,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:32:00,-100,-66,-100,"('B', 'C')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:32:10,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:32:20,-100,-72,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:32:30,-100,-74,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:32:40,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:32:50,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:33:00,-100,-72,-100,"('D', 'A')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:33:10,-74,-70,-100,"('A', 'C')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:33:20,-76,-70,-100,"('A', 'C')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:33:30,-74,-72,-100,"('A', 'D')",1.0,00:00:00
00:00:00:00:00:12,2016-01-12 08:33:40,-72,-100,-100,"('B', 'A')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:33:50,-100,-74,-100,"('D', 'A')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:34:00,-72,-74,-100,"('C', 'D')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:34:10,-76,-74,-100,"('A', 'D')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:34:20,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:34:30,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:34:40,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:34:50,-100,-72,-100,"('C', 'A')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:35:00,-100,-68,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:35:10,-100,-72,-100,"('C', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:35:40,-100,-62,-100,"('A', 'C')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:35:50,-100,-70,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:36:00,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:36:30,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:36:50,-100,-72,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:37:00,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:37:30,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:38:00,-100,-70,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:38:10,-100,-72,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:38:20,-100,-70,-100,"('D', 'A')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:38:30,-72,-70,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:38:40,-76,-72,-100,"('A', 'D')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:38:50,-100,-70,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:39:10,-100,-72,-100,"('D', 'A')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:39:20,-72,-70,-100,"('C', 'D')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:39:40,-76,-70,-100,"('C', 'D')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:40:10,-100,-70,-100,"('D', 'C')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:40:20,-76,-68,-100,"('C', 'D')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:40:30,-100,-70,-100,"('D', 'A')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:40:50,-74,-72,-100,"('C', 'D')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:41:00,-76,-70,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:41:10,-76,-72,-100,"('A', 'D')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:41:20,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:41:30,-100,-70,-100,"('D', 'A')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:41:40,-72,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:41:50,-72,-70,-100,"('A', 'D')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:42:00,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:42:10,-100,-72,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:42:20,-100,-64,-100,"('A', 'C')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:42:30,-100,-74,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:42:40,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:42:50,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:43:00,-100,-72,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:43:20,-100,-70,-100,"('A', 'C')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:43:30,-100,-78,-100,"('C', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:43:40,-100,-66,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:43:50,-100,-70,-100,"('D', 'A')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:44:10,-74,-70,-100,"('A', 'D')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:44:20,-100,-72,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:44:40,-100,-70,-100,"('D', 'C')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:44:50,-76,-70,-100,"('C', 'D')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:45:00,-100,-70,-100,"('C', 'A')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:45:20,-100,-66,-100,"('B', 'C')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:45:30,-100,-72,-100,"('C', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:45:50,-100,-66,-100,"('B', 'C')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:46:10,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:46:20,-100,-72,-100,"('D', 'C')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:46:30,-76,-70,-100,"('C', 'D')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:46:40,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:46:50,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:47:00,-100,-72,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:47:10,-100,-70,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:47:20,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:47:40,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:48:10,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:48:40,-100,-72,-100,"('D', 'C')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:48:50,-80,-72,-100,"('C', 'D')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:49:00,-100,-74,-100,"('D', 'C')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:49:20,-76,-72,-100,"('C', 'D')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:49:30,-100,-80,-100,"('D', 'C')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:49:40,-78,-74,-100,"('C', 'D')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:50:00,-100,-78,-100,"('D', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:50:40,-74,-72,-100,"('C', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:50:50,-72,-72,-100,"('A', 'D')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:51:00,-76,-100,-100,"('D', 'A')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:51:10,-76,-70,-100,"('C', 'D')",0.80000000000000004,00:00:00
00:00:00:00:00:12,2016-01-12 08:51:20,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:51:40,-100,-70,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:51:50,-100,-72,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:52:10,-100,-70,-100,"('B', 'C')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:52:30,-100,-76,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:53:00,-100,-68,-100,"('B', 'C')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:53:10,-100,-74,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:53:50,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:54:00,-100,-72,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:54:10,-100,-72,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:54:30,-100,-74,-100,"('C', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:54:40,-100,-68,-100,"('A', 'B')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:54:50,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:55:10,-100,-70,-100,"('A', 'C')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:55:20,-100,-80,-100,"('C', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:55:40,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:56:10,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:56:30,-100,-70,-100,"('A', 'C')",0.20000000000000001,00:00:00
00:00:00:00:00:12,2016-01-12 08:56:40,-100,-74,-100,"('B', 'A')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:56:50,-100,-72,-100,"('D', 'A')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:57:20,-72,-70,-100,"('B', 'C')",0.40000000000000002,00:00:00
00:00:00:00:00:12,2016-01-12 08:57:40,-74,-72,-100,"('A', 'D')",0.59999999999999998,00:00:00
00:00:00:00:00:12,2016-01-12 08:57:50,-100,-74,-100,"('A', 'B')",1.0,00:00:00
00:00:00:00:00:12,2016-01-12 08:58:30,-100,-100,-76,"('B', 'A')",1.0,00:00:00
