mac,time,9c:d9:17:88:77:93,9c:d9:17:86:63:97,14:1a:a3:d4:3c:19,path,probability,vendor
14:1a:a3:db:29:3c,2016-01-12 08:17:10,-48,-56,-40,"('B', 'C')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:17:20,-50,-56,-42,"('B', 'A')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:17:30,-50,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:17:40,-50,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:17:50,-50,-56,-40,"('C', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:18:00,-46,-54,-38,"('B', 'C')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:18:10,-50,-56,-40,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:18:20,-50,-56,-42,"('D', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:18:30,-44,-54,-38,"('B', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:18:40,-50,-56,-38,"('A', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:19:00,-48,-56,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:19:10,-46,-52,-38,"('C', 'A')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:19:20,-48,-50,-40,"('A', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:19:30,-50,-54,-40,"('C', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:19:40,-48,-52,-36,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:19:50,-48,-52,-38,"('A', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:20:00,-50,-56,-40,"('C', 'A')",0.80000000000000004,
14:1a:a3:db:29:3c,2016-01-12 08:20:10,-50,-50,-38,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:20:20,-48,-54,-42,"('A', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:20:30,-48,-56,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:20:40,-50,-56,-40,"('B', 'D')",0.80000000000000004,
14:1a:a3:db:29:3c,2016-01-12 08:20:50,-48,-56,-100,"('D', 'B')",1.0,
14:1a:a3:db:29:3c,2016-01-12 08:21:00,-48,-56,-40,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:21:10,-48,-54,-40,"('A', 'B')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:21:20,-48,-56,-40,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:21:30,-48,-56,-42,"('D', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:21:40,-46,-54,-36,"('C', 'D')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:21:50,-48,-100,-42,"('D', 'C')",1.0,
14:1a:a3:db:29:3c,2016-01-12 08:22:00,-50,-56,-42,"('C', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:22:10,-48,-56,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:22:20,-50,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:22:30,-50,-54,-42,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:22:40,-48,-56,-42,"('C', 'D')",1.0,
14:1a:a3:db:29:3c,2016-01-12 08:22:50,-50,-100,-42,"('D', 'A')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:23:00,-46,-48,-38,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:23:10,-50,-56,-38,"('A', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:23:30,-48,-56,-40,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:23:40,-50,-56,-38,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:23:50,-50,-54,-40,"('C', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:24:00,-48,-54,-38,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:24:10,-42,-46,-38,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:24:20,-44,-54,-40,"('B', 'A')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:24:30,-44,-54,-38,"('A', 'B')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:24:40,-44,-56,-38,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:24:50,-42,-48,-40,"('B', 'C')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:25:00,-42,-54,-40,"('C', 'D')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:25:10,-48,-56,-38,"('C', 'D')",1.0,
14:1a:a3:db:29:3c,2016-01-12 08:25:20,-46,-100,-40,"('D', 'C')",1.0,
14:1a:a3:db:29:3c,2016-01-12 08:25:30,-46,-56,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:25:40,-44,-56,-40,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:25:50,-46,-56,-38,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:26:00,-46,-56,-40,"('C', 'B')",0.80000000000000004,
14:1a:a3:db:29:3c,2016-01-12 08:26:10,-44,-52,-36,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:26:20,-42,-56,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:26:30,-48,-56,-40,"('C', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:26:40,-44,-54,-38,"('B', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:26:50,-50,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:27:00,-50,-56,-40,"('C', 'A')",0.80000000000000004,
14:1a:a3:db:29:3c,2016-01-12 08:27:10,-54,-54,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:27:20,-52,-56,-40,"('C', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:27:30,-50,-56,-38,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:27:40,-50,-56,-40,"('C', 'A')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:28:00,-52,-52,-40,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:28:10,-54,-54,-38,"('C', 'A')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:28:20,-48,-56,-38,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:28:30,-48,-56,-40,"('B', 'A')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:28:40,-48,-56,-38,"('C', 'D')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:28:50,-48,-58,-42,"('B', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:29:00,-50,-54,-40,"('C', 'A')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:29:10,-44,-50,-38,"('A', 'D')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:29:20,-48,-56,-38,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:29:30,-48,-56,-40,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:29:40,-48,-54,-38,"('B', 'C')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:29:50,-46,-56,-40,"('C', 'A')",0.80000000000000004,
14:1a:a3:db:29:3c,2016-01-12 08:30:00,-50,-54,-40,"('A', 'C')",0.80000000000000004,
14:1a:a3:db:29:3c,2016-01-12 08:30:10,-46,-56,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:30:20,-44,-50,-36,"('B', 'C')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:30:30,-46,-54,-40,"('A', 'B')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:30:40,-46,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:30:50,-46,-56,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:31:00,-44,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:31:10,-44,-56,-40,"('C', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:31:20,-42,-54,-36,"('B', 'C')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:31:30,-44,-54,-38,"('B', 'C')",0.80000000000000004,
14:1a:a3:db:29:3c,2016-01-12 08:31:40,-40,-56,-40,"('A', 'D')",0.80000000000000004,
14:1a:a3:db:29:3c,2016-01-12 08:31:50,-70,-54,-40,"('D', 'A')",1.0,
14:1a:a3:db:29:3c,2016-01-12 08:32:00,-34,-48,-40,"('A', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:32:10,-48,-48,-38,"('A', 'C')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:32:30,-44,-56,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:32:40,-42,-56,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:32:50,-44,-56,-40,"('A', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:33:00,-42,-54,-38,"('B', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:33:10,-44,-56,-38,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:33:20,-44,-60,-38,"('D', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:33:30,-44,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:33:40,-44,-56,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:33:50,-42,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:34:00,-42,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:34:10,-42,-56,-40,"('A', 'B')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:34:20,-42,-58,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:34:30,-42,-54,-36,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:34:40,-46,-56,-40,"('C', 'D')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:34:50,-48,-54,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:35:00,-46,-54,-40,"('A', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:35:10,-48,-58,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:35:20,-48,-58,-40,"('A', 'C')",0.80000000000000004,
14:1a:a3:db:29:3c,2016-01-12 08:35:30,-44,-60,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:35:40,-42,-54,-38,"('B', 'C')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:35:50,-46,-56,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:36:00,-48,-56,-40,"('A', 'B')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:36:10,-48,-58,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:36:20,-46,-58,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:36:30,-46,-58,-40,"('A', 'B')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:36:40,-46,-60,-40,"('C', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:36:50,-46,-56,-38,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:37:00,-48,-58,-40,"('D', 'C')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:37:10,-42,-48,-40,"('A', 'C')",1.0,
14:1a:a3:db:29:3c,2016-01-12 08:37:20,-44,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:37:30,-44,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:37:40,-44,-56,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:37:50,-42,-58,-40,"('C', 'D')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:38:00,-44,-56,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:38:10,-42,-56,-40,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:38:20,-44,-48,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:38:30,-44,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:38:40,-44,-56,-40,"('A', 'D')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:38:50,-46,-68,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:39:00,-44,-56,-38,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:39:10,-44,-54,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:39:20,-44,-48,-40,"('C', 'D')",0.80000000000000004,
14:1a:a3:db:29:3c,2016-01-12 08:39:30,-44,-100,-38,"('D', 'C')",1.0,
14:1a:a3:db:29:3c,2016-01-12 08:39:40,-42,-54,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:39:50,-42,-54,-40,"('B', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:40:00,-44,-56,-40,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:40:10,-44,-54,-38,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:40:20,-44,-54,-40,"('D', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:40:30,-42,-50,-40,"('A', 'D')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:40:40,-46,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:40:50,-46,-56,-40,"('A', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:41:00,-44,-54,-38,"('B', 'C')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:41:10,-46,-54,-40,"('C', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:41:30,-44,-52,-40,"('B', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:41:40,-46,-54,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:41:50,-44,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:42:00,-44,-56,-40,"('C', 'D')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:42:10,-46,-54,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:42:20,-44,-56,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:42:30,-44,-50,-42,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:42:40,-44,-56,-40,"('D', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:42:50,-46,-44,-40,"('A', 'C')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:43:00,-46,-54,-40,"('A', 'B')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:43:10,-46,-56,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:43:20,-44,-56,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:43:30,-44,-50,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:43:40,-44,-50,-40,"('A', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:43:50,-48,-54,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:44:00,-46,-54,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:44:10,-44,-54,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:44:20,-44,-54,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:44:30,-42,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:44:40,-42,-56,-40,"('C', 'D')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:44:50,-44,-54,-40,"('D', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:45:00,-42,-50,-40,"('C', 'D')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:45:10,-44,-56,-40,"('D', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:45:20,-42,-50,-40,"('C', 'D')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:45:30,-44,-56,-40,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:45:40,-40,-54,-40,"('A', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:45:50,-44,-56,-36,"('B', 'A')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:46:00,-44,-54,-40,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:46:10,-44,-46,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:46:20,-44,-54,-40,"('A', 'B')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:46:30,-44,-56,-40,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:46:40,-46,-56,-38,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:46:50,-46,-54,-40,"('C', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:47:00,-44,-54,-36,"('B', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:47:10,-48,-54,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:47:20,-44,-54,-40,"('B', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:47:30,-46,-56,-40,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:47:40,-46,-54,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:47:50,-46,-54,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:48:00,-44,-56,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:48:10,-46,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:48:20,-46,-56,-40,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:48:30,-46,-54,-40,"('A', 'B')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:48:40,-46,-56,-40,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:48:50,-46,-54,-40,"('A', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:49:00,-46,-56,-38,"('B', 'A')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:49:10,-44,-54,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:49:20,-46,-46,-38,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:49:30,-46,-56,-36,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:49:40,-46,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:49:50,-46,-56,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:50:00,-46,-48,-38,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:50:10,-46,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:50:30,-46,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:50:40,-46,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:50:50,-46,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:51:00,-46,-56,-40,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:51:10,-46,-54,-38,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:51:20,-46,-48,-38,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:51:30,-46,-58,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:51:40,-44,-50,-40,"('A', 'D')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:51:50,-48,-56,-40,"('D', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:52:00,-46,-50,-40,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:52:10,-44,-58,-40,"('C', 'D')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:52:20,-46,-56,-40,"('C', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:52:30,-50,-56,-38,"('B', 'C')",0.80000000000000004,
14:1a:a3:db:29:3c,2016-01-12 08:52:40,-46,-58,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:52:50,-54,-58,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:53:00,-48,-58,-40,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:53:10,-48,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:53:20,-48,-56,-40,"('A', 'D')",1.0,
14:1a:a3:db:29:3c,2016-01-12 08:53:30,-100,-100,-40,"('D', 'A')",1.0,
14:1a:a3:db:29:3c,2016-01-12 08:53:40,-46,-58,-40,"('C', 'D')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:53:50,-50,-58,-40,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:54:00,-50,-48,-38,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:54:10,-48,-56,-40,"('A', 'C')",0.80000000000000004,
14:1a:a3:db:29:3c,2016-01-12 08:54:20,-44,-58,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:54:30,-46,-58,-40,"('B', 'C')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:54:40,-46,-56,-62,"('C', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:54:50,-46,-58,-38,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:55:00,-46,-58,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:55:10,-46,-58,-40,"('C', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:55:20,-44,-56,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:55:30,-44,-56,-40,"('B', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:55:40,-46,-58,-40,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:55:50,-44,-48,-40,"('C', 'D')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:56:00,-46,-54,-40,"('C', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:56:10,-44,-54,-36,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:56:20,-48,-52,-38,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:56:30,-48,-54,-40,"('A', 'C')",0.20000000000000001,
14:1a:a3:db:29:3c,2016-01-12 08:56:40,-48,-58,-40,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:56:50,-46,-48,-40,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:57:00,-48,-58,-38,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:57:10,-46,-50,-38,"('A', 'B')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:57:20,-44,-50,-40,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:57:30,-42,-60,-36,"('A', 'D')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:57:40,-44,-100,-42,"('D', 'A')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:57:50,-46,-50,-36,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:58:00,-42,-48,-36,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:58:10,-44,-48,-34,"('A', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:58:20,-42,-50,-34,"('A', 'B')",0.59999999999999998,
14:1a:a3:db:29:3c,2016-01-12 08:58:30,-42,-50,-36,"('B', 'D')",1.0,
14:1a:a3:db:29:3c,2016-01-12 08:58:40,-42,-100,-100,"('D', 'B')",1.0,
14:1a:a3:db:29:3c,2016-01-12 08:58:50,-42,-50,-36,"('B', 'C')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:59:00,-44,-52,-36,"('B', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:59:10,-44,-50,-34,"('C', 'A')",0.40000000000000002,
14:1a:a3:db:29:3c,2016-01-12 08:59:40,-42,-50,-34,"('C', 'D')",1.0,
14:1a:a3:db:29:3c,2016-01-12 08:59:50,-42,-100,-34,"('D', 'C')",0.80000000000000004,
14:1a:a3:db:29:3c,2016-01-12 09:00:00,-40,-50,-32,"('A', 'C')",0.40000000000000002,
