mac,time,9c:d9:17:88:77:93,9c:d9:17:86:63:97,14:1a:a3:db:32:14,zone
6c:72:20:11:12:60,2015-12-30 17:37:50,-100,-30,-42,F,
6c:72:20:11:12:60,2015-12-30 17:38:00,-100,-26,-44,F,
6c:72:20:11:12:60,2015-12-30 17:38:10,-100,-30,-42,F,
6c:72:20:11:12:60,2015-12-30 17:38:20,-100,-30,-42,F,
6c:72:20:11:12:60,2015-12-30 17:38:30,-100,-30,-40,F,
6c:72:20:11:12:60,2015-12-30 17:38:40,-100,-28,-40,F,
6c:72:20:11:12:60,2015-12-30 17:38:50,-100,-24,-40,F,
6c:72:20:11:12:60,2015-12-30 17:39:00,-100,-28,-42,F,
6c:72:20:11:12:60,2015-12-30 17:39:10,-100,-28,-44,F,
6c:72:20:11:12:60,2015-12-30 17:39:20,-100,-30,-42,F,
6c:72:20:11:12:60,2015-12-30 17:39:30,-100,-28,-44,F,
6c:72:20:11:12:60,2015-12-30 17:39:40,-100,-28,-46,F,
6c:72:20:11:12:60,2015-12-30 17:39:50,-100,-26,-40,F,
6c:72:20:11:12:60,2015-12-30 17:40:00,-100,-26,-42,F,
6c:72:20:11:12:60,2015-12-30 17:40:10,-100,-32,-44,F,
6c:72:20:11:12:60,2015-12-30 17:40:20,-100,-28,-44,F,
6c:72:20:11:12:60,2015-12-30 17:40:30,-100,-24,-40,F,
6c:72:20:11:12:60,2015-12-30 17:40:40,-100,-30,-44,F,
6c:72:20:11:12:60,2015-12-30 17:40:50,-100,-26,-42,F,
6c:72:20:11:12:60,2015-12-30 17:41:00,-100,-28,-44,F,
6c:72:20:11:12:60,2015-12-30 17:41:10,-100,-32,-40,F,
6c:72:20:11:12:60,2015-12-30 17:41:20,-100,-30,-40,F,
6c:72:20:11:12:60,2015-12-30 17:41:30,-100,-30,-40,F,
6c:72:20:11:12:60,2015-12-30 17:41:40,-100,-28,-40,F,
6c:72:20:11:12:60,2015-12-30 17:41:50,-100,-26,-40,F,
6c:72:20:11:12:60,2015-12-30 17:42:00,-100,-70,-46,A,
6c:72:20:11:12:60,2015-12-30 17:42:10,-100,-24,-44,F,
6c:72:20:11:12:60,2015-12-30 17:42:20,-100,-26,-52,F,
6c:72:20:11:12:60,2015-12-30 17:42:30,-100,-26,-44,F,
6c:72:20:11:12:60,2015-12-30 17:42:40,-100,-28,-44,F,
6c:72:20:11:12:60,2015-12-30 17:42:50,-100,-28,-42,F,
6c:72:20:11:12:60,2015-12-30 17:43:00,-100,-26,-42,F,
6c:72:20:11:12:60,2015-12-30 17:43:10,-100,-28,-48,F,
6c:72:20:11:12:60,2015-12-30 17:43:20,-100,-30,-44,F,
6c:72:20:11:12:60,2015-12-30 17:43:30,-100,-22,-42,F,
6c:72:20:11:12:60,2015-12-30 17:43:40,-100,-20,-44,F,
6c:72:20:11:12:60,2015-12-30 17:43:50,-100,-22,-42,F,
6c:72:20:11:12:60,2015-12-30 17:44:00,-100,-26,-38,F,
6c:72:20:11:12:60,2015-12-30 17:44:10,-100,-22,-46,F,
6c:72:20:11:12:60,2015-12-30 17:44:20,-100,-26,-46,F,
6c:72:20:11:12:60,2015-12-30 17:44:30,-100,-30,-46,F,
6c:72:20:11:12:60,2015-12-30 17:44:40,-100,-26,-48,F,
6c:72:20:11:12:60,2015-12-30 17:44:50,-100,-28,-44,F,
6c:72:20:11:12:60,2015-12-30 17:45:00,-24,-22,-42,F,
6c:72:20:11:12:60,2015-12-30 17:45:10,-28,-26,-48,F,
6c:72:20:11:12:60,2015-12-30 17:45:20,-28,-26,-44,F,
6c:72:20:11:12:60,2015-12-30 17:45:30,-26,-30,-42,F,
6c:72:20:11:12:60,2015-12-30 17:45:40,-28,-28,-44,F,
6c:72:20:11:12:60,2015-12-30 17:45:50,-24,-28,-40,C,
6c:72:20:11:12:60,2015-12-30 17:46:00,-26,-26,-40,F,
6c:72:20:11:12:60,2015-12-30 17:46:10,-28,-24,-42,F,
6c:72:20:11:12:60,2015-12-30 17:46:20,-26,-30,-42,F,
6c:72:20:11:12:60,2015-12-30 17:46:30,-26,-24,-40,F,
6c:72:20:11:12:60,2015-12-30 17:46:40,-26,-26,-40,F,
6c:72:20:11:12:60,2015-12-30 17:46:50,-26,-26,-42,F,
6c:72:20:11:12:60,2015-12-30 17:47:00,-24,-26,-40,F,
6c:72:20:11:12:60,2015-12-30 17:47:10,-26,-26,-42,F,
6c:72:20:11:12:60,2015-12-30 17:47:20,-22,-24,-40,F,
6c:72:20:11:12:60,2015-12-30 17:47:30,-26,-26,-42,F,
6c:72:20:11:12:60,2015-12-30 17:47:40,-26,-28,-40,C,
6c:72:20:11:12:60,2015-12-30 17:47:50,-28,-26,-42,F,
6c:72:20:11:12:60,2015-12-30 17:48:00,-26,-26,-42,F,
6c:72:20:11:12:60,2015-12-30 17:48:10,-24,-26,-44,F,
6c:72:20:11:12:60,2015-12-30 17:48:20,-26,-26,-42,F,
6c:72:20:11:12:60,2015-12-30 17:48:30,-26,-34,-46,C,
6c:72:20:11:12:60,2015-12-30 17:48:40,-28,-32,-42,C,
6c:72:20:11:12:60,2015-12-30 17:48:50,-30,-38,-42,C,
6c:72:20:11:12:60,2015-12-30 17:49:00,-28,-30,-44,F,
6c:72:20:11:12:60,2015-12-30 17:49:10,-26,-30,-40,C,
6c:72:20:11:12:60,2015-12-30 17:49:20,-26,-32,-38,C,
6c:72:20:11:12:60,2015-12-30 17:49:30,-26,-30,-36,C,
6c:72:20:11:12:60,2015-12-30 17:49:40,-26,-30,-42,F,
6c:72:20:11:12:60,2015-12-30 17:49:50,-28,-30,-42,F,
6c:72:20:11:12:60,2015-12-30 17:50:00,-22,-28,-42,F,
6c:72:20:11:12:60,2015-12-30 17:50:10,-34,-26,-44,F,
6c:72:20:11:12:60,2015-12-30 17:50:20,-30,-24,-38,F,
6c:72:20:11:12:60,2015-12-30 17:50:30,-26,-22,-38,F,
6c:72:20:11:12:60,2015-12-30 17:50:40,-26,-22,-44,F,
6c:72:20:11:12:60,2015-12-30 17:50:50,-30,-22,-40,F,
6c:72:20:11:12:60,2015-12-30 17:51:00,-26,-24,-36,C,
6c:72:20:11:12:60,2015-12-30 17:51:10,-32,-28,-40,C,
6c:72:20:11:12:60,2015-12-30 17:51:20,-30,-30,-42,F,
6c:72:20:11:12:60,2015-12-30 17:51:30,-28,-24,-42,F,
6c:72:20:11:12:60,2015-12-30 17:51:40,-28,-24,-40,F,
6c:72:20:11:12:60,2015-12-30 17:51:50,-30,-30,-36,C,
6c:72:20:11:12:60,2015-12-30 17:52:00,-30,-30,-42,F,
6c:72:20:11:12:60,2015-12-30 17:52:10,-26,-28,-42,F,
6c:72:20:11:12:60,2015-12-30 17:52:20,-28,-32,-40,C,
6c:72:20:11:12:60,2015-12-30 17:52:30,-24,-26,-40,F,
6c:72:20:11:12:60,2015-12-30 17:52:40,-28,-30,-42,F,
6c:72:20:11:12:60,2015-12-30 17:52:50,-28,-32,-40,C,
6c:72:20:11:12:60,2015-12-30 17:53:00,-28,-40,-40,C,
6c:72:20:11:12:60,2015-12-30 17:53:10,-30,-32,-42,C,
6c:72:20:11:12:60,2015-12-30 17:53:20,-32,-30,-40,C,
6c:72:20:11:12:60,2015-12-30 17:53:30,-30,-32,-42,C,
6c:72:20:11:12:60,2015-12-30 17:53:40,-30,-30,-44,F,
6c:72:20:11:12:60,2015-12-30 17:53:50,-32,-32,-42,C,
6c:72:20:11:12:60,2015-12-30 17:54:00,-30,-30,-40,C,
6c:72:20:11:12:60,2015-12-30 17:54:10,-32,-30,-40,C,
6c:72:20:11:12:60,2015-12-30 17:54:20,-30,-30,-38,C,
6c:72:20:11:12:60,2015-12-30 17:54:30,-28,-32,-38,C,
6c:72:20:11:12:60,2015-12-30 17:54:40,-30,-30,-42,F,
6c:72:20:11:12:60,2015-12-30 17:54:50,-32,-28,-40,C,
6c:72:20:11:12:60,2015-12-30 17:55:00,-30,-30,-40,C,
6c:72:20:11:12:60,2015-12-30 17:55:10,-30,-30,-34,C,
6c:72:20:11:12:60,2015-12-30 17:55:20,-30,-30,-36,C,
6c:72:20:11:12:60,2015-12-30 17:55:30,-30,-30,-40,C,
6c:72:20:11:12:60,2015-12-30 17:55:40,-30,-32,-36,C,
6c:72:20:11:12:60,2015-12-30 17:55:50,-30,-30,-40,C,
6c:72:20:11:12:60,2015-12-30 17:56:00,-30,-30,-38,C,
6c:72:20:11:12:60,2015-12-30 17:56:10,-32,-30,-38,C,
6c:72:20:11:12:60,2015-12-30 17:56:20,-32,-30,-40,C,
6c:72:20:11:12:60,2015-12-30 17:56:30,-32,-30,-40,C,
6c:72:20:11:12:60,2015-12-30 17:56:40,-32,-30,-36,C,
6c:72:20:11:12:60,2015-12-30 17:56:50,-34,-30,-38,C,
6c:72:20:11:12:60,2015-12-30 17:57:00,-32,-30,-38,C,
6c:72:20:11:12:60,2015-12-30 17:57:10,-36,-30,-40,C,
6c:72:20:11:12:60,2015-12-30 17:57:20,-30,-32,-42,C,
6c:72:20:11:12:60,2015-12-30 17:57:30,-30,-32,-38,C,
6c:72:20:11:12:60,2015-12-30 17:57:40,-30,-30,-40,C,
6c:72:20:11:12:60,2015-12-30 17:57:50,-28,-32,-42,C,
6c:72:20:11:12:60,2015-12-30 17:58:00,-30,-30,-42,F,
6c:72:20:11:12:60,2015-12-30 17:58:10,-28,-30,-40,C,
6c:72:20:11:12:60,2015-12-30 17:58:20,-28,-32,-36,C,
6c:72:20:11:12:60,2015-12-30 17:58:30,-26,-32,-40,C,
6c:72:20:11:12:60,2015-12-30 17:58:40,-30,-24,-38,F,
6c:72:20:11:12:60,2015-12-30 17:58:50,-32,-28,-38,C,
6c:72:20:11:12:60,2015-12-30 17:59:00,-26,-30,-38,C,
6c:72:20:11:12:60,2015-12-30 17:59:10,-74,-30,-38,F,
6c:72:20:11:12:60,2015-12-30 17:59:20,-28,-30,-40,C,
6c:72:20:11:12:60,2015-12-30 17:59:30,-30,-26,-40,F,
6c:72:20:11:12:60,2015-12-30 17:59:40,-28,-28,-38,C,
6c:72:20:11:12:60,2015-12-30 17:59:50,-26,-30,-38,C,
6c:72:e7:d2:bf:c1,2015-12-30 17:44:50,-74,-100,-100,F,
6c:72:e7:d2:bf:c1,2015-12-30 17:52:00,-72,-100,-100,F,
6c:b0:ce:ef:c5:2b,2015-12-30 17:41:40,-72,-100,-100,F,Netgear
6c:b0:ce:ef:c5:2b,2015-12-30 17:43:40,-70,-100,-100,F,Netgear
70:11:24:01:46:54,2015-12-30 17:47:50,-100,-62,-100,F,Apple
70:3a:d8:1e:e7:21,2015-12-30 17:30:30,-100,-74,-100,F,Shenzhen
70:3a:d8:1e:f1:18,2015-12-30 17:32:20,-100,-68,-100,F,Shenzhen
70:3a:d8:1e:f1:18,2015-12-30 17:42:00,-100,-72,-100,F,Shenzhen
70:48:0f:5e:76:a2,2015-12-30 17:30:30,-76,-100,-100,F,
70:48:0f:5e:76:a2,2015-12-30 17:33:30,-44,-100,-100,F,
70:48:0f:5e:76:a2,2015-12-30 17:34:10,-46,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:34:20,-46,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:34:30,-72,-100,-100,F,
70:48:0f:5e:76:a2,2015-12-30 17:34:40,-70,-100,-100,F,
70:48:0f:5e:76:a2,2015-12-30 17:35:30,-66,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:36:30,-74,-100,-100,F,
70:48:0f:5e:76:a2,2015-12-30 17:36:40,-68,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:37:00,-62,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:37:10,-66,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:37:20,-68,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:37:30,-70,-100,-100,F,
70:48:0f:5e:76:a2,2015-12-30 17:38:40,-68,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:38:50,-74,-100,-100,F,
70:48:0f:5e:76:a2,2015-12-30 17:39:00,-72,-100,-100,F,
70:48:0f:5e:76:a2,2015-12-30 17:39:30,-76,-100,-100,F,
70:48:0f:5e:76:a2,2015-12-30 17:39:40,-66,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:39:50,-68,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:40:00,-70,-100,-100,F,
70:48:0f:5e:76:a2,2015-12-30 17:40:10,-76,-100,-100,F,
70:48:0f:5e:76:a2,2015-12-30 17:40:40,-68,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:40:50,-68,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:41:30,-68,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:41:50,-76,-100,-100,F,
70:48:0f:5e:76:a2,2015-12-30 17:42:30,-70,-100,-100,F,
70:48:0f:5e:76:a2,2015-12-30 17:42:50,-66,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:43:10,-64,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:43:20,-70,-100,-100,F,
70:48:0f:5e:76:a2,2015-12-30 17:43:40,-72,-100,-100,F,
70:48:0f:5e:76:a2,2015-12-30 17:43:50,-66,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:44:00,-68,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:44:10,-68,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:44:20,-68,-100,-100,C,
70:48:0f:5e:76:a2,2015-12-30 17:44:40,-66,-100,-100,C,
70:81:eb:5c:da:29,2015-12-30 17:34:00,-44,-100,-100,F,
70:81:eb:5c:da:29,2015-12-30 17:35:30,-50,-100,-100,C,
70:81:eb:5c:da:29,2015-12-30 17:35:50,-74,-100,-100,F,
70:81:eb:5c:da:29,2015-12-30 17:37:20,-74,-100,-100,F,
70:81:eb:5c:da:29,2015-12-30 17:40:50,-74,-100,-100,F,
70:81:eb:5c:da:29,2015-12-30 17:43:30,-44,-100,-100,F,
70:81:eb:5c:da:29,2015-12-30 17:43:50,-68,-100,-100,C,
70:81:eb:5c:da:29,2015-12-30 17:46:30,-100,-68,-100,F,
70:ec:e4:3e:33:90,2015-12-30 17:38:30,-74,-100,-100,F,
70:f1:a1:2c:c8:e0,2015-12-30 17:58:50,-100,-74,-100,F,LiteonTe
72:38:00:b5:73:c0,2015-12-30 17:30:30,-100,-58,-100,F,
72:be:44:f9:fb:b9,2015-12-30 17:52:20,-100,-70,-100,F,
72:be:44:f9:fb:b9,2015-12-30 17:53:50,-100,-62,-100,F,
72:be:44:f9:fb:b9,2015-12-30 17:54:20,-100,-64,-100,F,
74:04:2b:60:7f:5e,2015-12-30 17:45:00,-100,-74,-70,C,
74:04:2b:60:7f:5e,2015-12-30 17:45:20,-68,-66,-100,F,
74:04:2b:60:7f:5e,2015-12-30 17:46:00,-62,-60,-72,F,
74:04:2b:60:7f:5e,2015-12-30 17:46:30,-66,-100,-100,C,
74:04:2b:60:7f:5e,2015-12-30 17:46:40,-100,-66,-68,B,
74:04:2b:60:7f:5e,2015-12-30 17:46:50,-62,-68,-66,C,
74:04:2b:60:7f:5e,2015-12-30 17:47:00,-56,-60,-66,B,
74:04:2b:60:7f:5e,2015-12-30 17:47:30,-100,-100,-58,A,
74:04:2b:60:7f:5e,2015-12-30 17:52:00,-100,-100,-72,C,
74:51:ba:08:66:69,2015-12-30 17:43:50,-48,-100,-100,C,
74:51:ba:08:66:69,2015-12-30 17:54:40,-52,-100,-64,A,
74:51:ba:4f:c1:05,2015-12-30 17:56:20,-100,-72,-100,F,
74:d0:2b:5d:40:08,2015-12-30 17:30:00,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:30:10,-34,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:30:20,-34,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:30:30,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:30:40,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:30:50,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:31:00,-34,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:31:10,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:31:20,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:31:30,-34,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:31:40,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:31:50,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:32:00,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:32:10,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:32:20,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:32:30,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:32:40,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:32:50,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:33:00,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:33:10,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:33:20,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:33:30,-34,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:33:40,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:33:50,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:34:00,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:34:10,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:34:20,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:34:30,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:34:40,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:34:50,-34,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:35:00,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:35:10,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:35:20,-34,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:35:30,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:35:40,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:35:50,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:36:00,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:36:10,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:36:20,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:36:30,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:36:40,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:36:50,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:37:00,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:37:10,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:37:20,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:37:30,-34,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:37:40,-34,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:37:50,-34,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:38:00,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:38:10,-34,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:38:20,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:38:30,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:38:40,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:38:50,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:39:00,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:39:10,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:39:20,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:39:30,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:39:40,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:39:50,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:40:00,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:40:10,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:40:20,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:40:30,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:40:40,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:40:50,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:41:00,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:41:10,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:41:20,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:41:30,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:41:40,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:41:50,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:42:00,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:42:10,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:42:20,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:42:30,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:42:40,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:42:50,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:43:00,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:43:10,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:43:20,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:43:30,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:43:40,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:43:50,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:44:00,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:44:10,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:44:20,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:44:30,-32,-100,-100,F,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:44:40,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:08,2015-12-30 17:44:50,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:09,2015-12-30 17:53:50,-30,-30,-38,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:30:00,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:30:10,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:30:30,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:30:40,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:30:50,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:31:00,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:31:10,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:31:20,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:31:30,-30,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:31:40,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:32:00,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:32:30,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:32:50,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:33:10,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:33:30,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:34:20,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:34:30,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:34:40,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:34:50,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:35:10,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:35:30,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:35:40,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:35:50,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:36:30,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:36:40,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:37:10,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:37:30,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:37:40,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:39:10,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:39:50,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:40:10,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:40:30,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:40:50,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:41:00,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:41:20,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:41:50,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:42:00,-22,-100,-100,D,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:42:10,-26,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:42:30,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:42:40,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:42:50,-28,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:43:00,-24,-100,-100,C,AsustekC
74:d0:2b:5d:40:0a,2015-12-30 17:43:30,-26,-100,-100,C,AsustekC
