mac,time,9c:d9:17:88:77:93,9c:d9:17:86:63:97,14:1a:a3:db:32:14,zone
2c:f0:ee:18:26:c0,2015-12-30 17:44:10,-64,-100,-100,C,Apple
2c:f0:ee:18:26:c0,2015-12-30 17:54:10,-72,-72,-100,F,Apple
30:cd:a7:9e:02:aa,2015-12-30 17:30:10,-100,-26,-34,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:31:00,-100,-52,-42,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:31:10,-100,-28,-32,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:31:50,-100,-50,-32,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:32:00,-100,-26,-34,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:32:40,-100,-52,-40,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:32:50,-100,-100,-42,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:33:00,-100,-26,-34,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:33:50,-100,-26,-38,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:34:20,-100,-52,-34,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:34:50,-100,-50,-40,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:35:40,-100,-22,-32,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:35:50,-100,-100,-36,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:36:10,-100,-22,-38,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:36:40,-100,-22,-36,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:36:50,-100,-60,-36,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:37:30,-100,-22,-34,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:37:50,-100,-64,-36,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:38:10,-100,-34,-42,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:38:30,-100,-28,-34,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:38:50,-100,-62,-100,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:39:20,-100,-28,-32,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:39:50,-100,-62,-32,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:40:10,-100,-62,-40,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:40:20,-100,-32,-34,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:40:50,-100,-50,-100,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:41:10,-100,-30,-40,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:41:50,-100,-50,-40,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:42:10,-100,-62,-36,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:42:50,-100,-62,-36,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:43:00,-100,-28,-36,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:43:40,-100,-58,-100,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:43:50,-100,-52,-44,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:44:00,-100,-24,-34,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:44:10,-100,-50,-40,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:44:50,-100,-58,-36,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:45:50,-48,-58,-42,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:46:10,-42,-30,-40,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:46:40,-26,-28,-34,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:46:50,-44,-50,-42,B,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:47:40,-42,-24,-44,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:48:10,-26,-34,-34,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:48:30,-26,-32,-44,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:48:50,-100,-52,-100,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:49:30,-26,-32,-32,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:49:50,-42,-100,-100,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:50:00,-44,-44,-40,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:50:10,-44,-46,-36,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:50:20,-44,-24,-34,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:50:30,-30,-24,-40,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:50:50,-44,-52,-100,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:51:20,-28,-24,-40,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:51:50,-48,-50,-40,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:52:10,-22,-26,-34,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:52:20,-26,-32,-36,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:52:50,-100,-56,-100,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:53:00,-54,-58,-34,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:53:10,-26,-36,-32,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:53:50,-44,-48,-34,B,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:54:00,-40,-28,-40,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:54:20,-42,-28,-38,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:54:50,-30,-28,-32,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:55:00,-32,-30,-34,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:55:40,-100,-28,-34,F,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:55:50,-58,-60,-32,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:56:00,-30,-56,-36,B,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:56:40,-32,-30,-34,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:56:50,-60,-50,-34,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:57:40,-28,-28,-32,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:57:50,-62,-56,-30,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:58:00,-34,-30,-38,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:58:30,-26,-30,-34,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:58:40,-46,-30,-38,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:58:50,-46,-100,-38,A,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:59:30,-30,-26,-34,C,SamsungE
30:cd:a7:9e:02:aa,2015-12-30 17:59:50,-46,-100,-40,A,SamsungE
32:3d:0b:97:91:3d,2015-12-30 17:54:10,-70,-100,-100,F,
32:c7:c4:1b:f5:4d,2015-12-30 17:56:00,-100,-76,-100,F,
32:c7:c4:1b:f5:4d,2015-12-30 17:56:30,-100,-72,-100,F,
34:12:98:a2:30:42,2015-12-30 17:30:50,-100,-48,-60,E,
34:12:98:a2:30:42,2015-12-30 17:31:50,-100,-56,-58,A,
34:12:98:a2:30:42,2015-12-30 17:32:20,-100,-62,-60,A,
34:12:98:a2:30:42,2015-12-30 17:32:50,-100,-60,-58,A,
34:12:98:a2:30:42,2015-12-30 17:33:50,-100,-54,-46,A,
34:12:98:a2:30:42,2015-12-30 17:34:50,-100,-48,-58,E,
34:12:98:a2:30:42,2015-12-30 17:35:20,-100,-50,-58,E,
34:12:98:a2:30:42,2015-12-30 17:35:50,-100,-56,-58,A,
34:12:98:a2:30:42,2015-12-30 17:36:50,-100,-56,-60,B,
34:12:98:a2:30:42,2015-12-30 17:37:50,-100,-58,-58,A,
34:12:98:a2:30:42,2015-12-30 17:38:20,-100,-70,-100,F,
34:12:98:a2:30:42,2015-12-30 17:38:50,-100,-100,-60,A,
34:12:98:a2:30:42,2015-12-30 17:39:50,-100,-52,-58,E,
34:12:98:a2:30:42,2015-12-30 17:40:50,-100,-100,-64,A,
34:12:98:a2:30:42,2015-12-30 17:41:20,-100,-58,-62,B,
34:12:98:a2:30:42,2015-12-30 17:41:50,-100,-62,-62,A,
34:12:98:a2:30:42,2015-12-30 17:42:50,-100,-56,-66,B,
34:12:98:a2:30:42,2015-12-30 17:43:40,-100,-60,-100,F,
34:12:98:a2:30:42,2015-12-30 17:43:50,-100,-58,-60,A,
34:12:98:a2:30:42,2015-12-30 17:44:20,-100,-60,-58,A,
34:12:98:a2:30:42,2015-12-30 17:44:50,-100,-56,-62,B,
34:12:98:a2:30:42,2015-12-30 17:45:50,-64,-58,-60,C,
34:12:98:a2:30:42,2015-12-30 17:46:50,-64,-58,-64,C,
34:12:98:a2:30:42,2015-12-30 17:47:20,-64,-60,-100,F,
34:12:98:a2:30:42,2015-12-30 17:47:50,-64,-52,-64,C,
34:12:98:a2:30:42,2015-12-30 17:48:50,-64,-62,-60,C,
34:12:98:a2:30:42,2015-12-30 17:49:50,-56,-48,-54,C,
34:12:98:a2:30:42,2015-12-30 17:50:00,-64,-50,-52,C,
34:12:98:a2:30:42,2015-12-30 17:50:20,-62,-48,-58,E,
34:12:98:a2:30:42,2015-12-30 17:50:50,-56,-50,-60,F,
34:12:98:a2:30:42,2015-12-30 17:51:40,-56,-60,-60,E,
34:12:98:a2:30:42,2015-12-30 17:51:50,-56,-58,-60,B,
34:12:98:a2:30:42,2015-12-30 17:52:50,-58,-56,-56,E,
34:12:98:a2:30:42,2015-12-30 17:53:20,-60,-58,-58,E,
34:12:98:a2:30:42,2015-12-30 17:53:50,-58,-54,-58,C,
34:12:98:a2:30:42,2015-12-30 17:54:00,-60,-54,-60,C,
34:12:98:a2:30:42,2015-12-30 17:54:50,-58,-54,-60,C,
34:12:98:a2:30:42,2015-12-30 17:55:50,-66,-52,-60,E,
34:12:98:a2:30:42,2015-12-30 17:56:20,-66,-54,-58,C,
34:12:98:a2:30:42,2015-12-30 17:56:50,-62,-56,-60,C,
34:12:98:a2:30:42,2015-12-30 17:57:50,-50,-56,-58,C,
34:12:98:a2:30:42,2015-12-30 17:58:00,-64,-52,-60,E,
34:12:98:a2:30:42,2015-12-30 17:58:50,-100,-48,-100,F,
34:12:98:a2:30:42,2015-12-30 17:59:20,-60,-50,-62,B,
34:12:98:a2:30:42,2015-12-30 17:59:50,-58,-50,-58,E,
34:68:95:9f:4c:35,2015-12-30 17:30:00,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:30:10,-36,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:30:20,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:30:30,-36,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:30:40,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:30:50,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:31:00,-40,-40,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:31:10,-38,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:31:20,-42,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:31:40,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:32:10,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:32:20,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:32:30,-38,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:32:40,-38,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:32:50,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:33:00,-38,-46,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:33:10,-42,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:33:20,-38,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:33:40,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:33:50,-38,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:34:00,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:34:10,-42,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:34:20,-36,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:34:30,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:34:40,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:34:50,-42,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:35:00,-38,-100,-54,A,
34:68:95:9f:4c:35,2015-12-30 17:35:10,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:35:20,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:35:30,-42,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:35:50,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:36:00,-38,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:36:10,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:36:20,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:36:30,-38,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:36:40,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:37:00,-38,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:37:10,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:37:20,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:37:30,-36,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:37:40,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:37:50,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:38:00,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:38:10,-38,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:38:20,-34,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:38:40,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:38:50,-38,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:39:00,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:39:10,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:39:20,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:39:30,-42,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:39:40,-42,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:39:50,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:40:00,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:40:10,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:40:20,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:40:30,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:40:40,-42,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:41:00,-40,-100,-42,A,
34:68:95:9f:4c:35,2015-12-30 17:41:10,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:41:20,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:41:30,-36,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:41:40,-38,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:41:50,-38,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:42:00,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:42:10,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:42:20,-42,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:42:30,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:42:40,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:42:50,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:43:00,-42,-52,-46,B,
34:68:95:9f:4c:35,2015-12-30 17:43:20,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:43:30,-42,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:43:40,-38,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:43:50,-42,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:44:00,-44,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:44:10,-42,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:44:20,-42,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:44:30,-42,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:44:40,-40,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:45:00,-36,-44,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:47:00,-38,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:51:00,-38,-100,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:53:00,-100,-40,-56,F,
34:68:95:9f:4c:35,2015-12-30 17:55:00,-42,-50,-46,B,
34:68:95:9f:4c:35,2015-12-30 17:57:00,-100,-64,-100,F,
34:68:95:9f:4c:35,2015-12-30 17:59:00,-40,-100,-100,F,
34:e2:fd:0c:45:1b,2015-12-30 17:37:20,-48,-100,-100,C,Apple
34:e2:fd:0c:45:1b,2015-12-30 17:41:00,-48,-100,-100,C,Apple
34:e6:ad:31:14:56,2015-12-30 17:30:20,-50,-100,-100,C,IntelCor
34:e6:ad:31:14:56,2015-12-30 17:30:30,-46,-100,-100,C,IntelCor
34:e6:ad:31:14:56,2015-12-30 17:31:40,-48,-100,-100,C,IntelCor
34:e6:ad:31:14:56,2015-12-30 17:32:20,-54,-100,-100,C,IntelCor
34:e6:ad:31:14:56,2015-12-30 17:32:30,-40,-100,-100,F,IntelCor
34:e6:ad:31:14:56,2015-12-30 17:33:20,-48,-100,-100,C,IntelCor
34:e6:ad:31:14:56,2015-12-30 17:33:30,-42,-100,-100,F,IntelCor
34:e6:ad:31:14:56,2015-12-30 17:33:40,-44,-100,-100,F,IntelCor
34:e6:ad:31:14:56,2015-12-30 17:34:20,-42,-100,-100,F,IntelCor
34:e6:ad:31:14:56,2015-12-30 17:34:40,-50,-100,-100,C,IntelCor
34:e6:ad:31:14:56,2015-12-30 17:34:50,-42,-100,-100,F,IntelCor
34:e6:ad:31:14:56,2015-12-30 17:35:30,-50,-68,-64,C,IntelCor
34:e6:ad:31:14:56,2015-12-30 17:35:40,-44,-74,-100,F,IntelCor
38:59:f9:0d:1f:bb,2015-12-30 17:51:30,-70,-100,-100,F,HonHaiPr
38:59:f9:0d:1f:bb,2015-12-30 17:54:10,-70,-100,-100,F,HonHaiPr
38:59:f9:0d:1f:bb,2015-12-30 17:58:10,-70,-100,-100,F,HonHaiPr
38:59:f9:0d:1f:bb,2015-12-30 17:58:20,-72,-100,-100,F,HonHaiPr
38:aa:3c:ec:55:f0,2015-12-30 17:30:00,-66,-100,-100,C,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:30:10,-66,-100,-100,C,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:30:20,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:30:30,-72,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:30:40,-66,-100,-100,C,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:31:00,-68,-100,-100,C,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:31:10,-72,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:31:20,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:31:30,-48,-100,-100,C,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:31:40,-52,-100,-100,C,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:31:50,-72,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:32:00,-72,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:32:10,-64,-100,-100,C,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:32:20,-78,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:33:00,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:33:10,-76,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:33:20,-76,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:33:30,-72,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:33:40,-68,-100,-100,C,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:34:00,-76,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:34:40,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:34:50,-72,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:35:00,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:35:30,-76,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:36:00,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:36:10,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:36:20,-70,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:36:30,-70,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:37:00,-72,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:37:10,-76,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:37:20,-78,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:37:30,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:37:50,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:38:00,-70,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:38:10,-66,-100,-100,C,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:38:20,-70,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:38:50,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:39:00,-66,-100,-100,C,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:39:30,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:39:50,-70,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:40:20,-70,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:40:50,-72,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:41:10,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:41:20,-72,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:41:30,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:41:40,-76,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:41:50,-72,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:42:00,-72,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:42:30,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:42:50,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:43:10,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:43:20,-74,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:43:30,-72,-100,-100,F,SamsungE
38:aa:3c:ec:55:f0,2015-12-30 17:44:50,-44,-100,-100,F,SamsungE
38:bc:1a:12:45:5b,2015-12-30 17:45:30,-62,-100,-100,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:30:00,-100,-74,-68,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:30:10,-100,-100,-64,A,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:30:30,-100,-66,-70,B,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:30:40,-100,-70,-70,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:30:50,-100,-70,-66,A,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:31:00,-100,-74,-68,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:31:10,-100,-70,-70,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:31:20,-100,-68,-66,A,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:31:40,-100,-68,-72,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:31:50,-100,-64,-68,B,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:32:00,-100,-100,-66,A,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:32:10,-100,-66,-66,A,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:32:20,-100,-72,-64,A,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:32:30,-100,-66,-66,A,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:32:40,-100,-66,-62,A,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:32:50,-100,-64,-66,A,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:33:00,-100,-68,-68,B,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:33:10,-100,-56,-68,B,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:33:20,-70,-62,-68,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:33:30,-100,-74,-68,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:33:40,-100,-70,-68,B,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:33:50,-100,-68,-70,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:34:00,-100,-72,-70,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:34:10,-100,-68,-68,B,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:34:20,-100,-68,-68,B,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:34:30,-100,-68,-72,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:34:40,-100,-100,-68,A,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:34:50,-100,-100,-68,A,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:35:00,-100,-68,-70,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:35:10,-100,-100,-68,A,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:35:20,-100,-72,-70,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:35:30,-100,-68,-70,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:35:40,-66,-68,-70,C,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:36:00,-100,-68,-68,B,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:36:20,-100,-70,-68,B,MeizuTec
38:bc:1a:2c:4e:bf,2015-12-30 17:36:40,-100,-66,-70,B,MeizuTec
